customerID,tenure,MonthlyCharges,Contract,InternetService,Churn,NumServices,ContractMonths,uplift_X_T_MonthToMonth,Churn_Probability,Risk_Level,segment
3144-AUDBS,6,49.15,Month-to-month,DSL,1,1,1,-0.0549774751715577,0.44569059427870134,Medium,Lost Cause
4821-SJHJV,32,89.6,Month-to-month,Fiber optic,0,2,1,-0.1293775848663892,0.015980522622475152,Low,Sleeping Dog
7346-MEDWM,59,83.25,Month-to-month,Fiber optic,0,2,1,-0.0877366753292614,0.01760299225383567,Low,Sleeping Dog
1137-DGOWI,30,70.25,One year,DSL,0,4,12,-0.2802233950235502,0.4221992535072021,Medium,Lost Cause
5616-PRTNT,20,19.4,Month-to-month,No,1,0,1,0.2905612171599642,0.07677982486625544,Low,Sure Thing
3812-LRZIR,27,24.5,Two year,No,0,0,24,0.279898065150494,0.029718806185937464,Low,Sure Thing
4818-QIUFN,20,79.15,Month-to-month,Fiber optic,1,1,1,-0.1760468981216644,0.014193370007811339,Low,Sleeping Dog
9483-GCPWE,9,20.1,One year,No,0,0,12,0.2854741032504064,0.02551743305240999,Low,Sure Thing
4227-OJHAL,68,73.0,One year,DSL,0,4,12,-0.0576274288394297,0.1743691305866629,Low,Sleeping Dog
9220-CXRSC,69,61.4,Two year,DSL,0,2,24,0.0016119918013591,0.009486583953086531,Low,Sure Thing
4993-JCRGJ,26,84.3,Month-to-month,Fiber optic,0,2,1,-0.1841431621603205,0.1664867289131656,Low,Sleeping Dog
9537-JALFH,69,19.9,Two year,No,0,0,24,0.3059406368399833,0.9330945884511378,High,Persuadable
6698-OXETB,11,20.4,Two year,No,0,0,24,0.2995482244176907,0.00668342316492723,Low,Sure Thing
2103-ZRXFN,1,50.75,Month-to-month,DSL,0,0,1,0.0003955187389117,0.3812031977124844,Medium,Persuadable
3724-BSCVH,10,20.45,One year,No,0,0,12,0.2995482244176907,0.08657340316738656,Low,Sure Thing
4877-TSOFF,55,75.75,One year,DSL,0,4,12,-0.1553228255401703,0.5516505887374997,Medium,Lost Cause
9209-NWPGU,44,65.4,One year,DSL,0,3,12,-0.0187313713028554,0.023092873950321193,Low,Sleeping Dog
6961-VCPMC,46,80.4,Month-to-month,Fiber optic,1,1,1,-0.1944608994522212,0.7523777003202441,High,Lost Cause
7306-YDSOI,69,59.75,Two year,DSL,0,3,24,0.0014736678045381,0.15461890660847366,Low,Sure Thing
5288-AHOUP,11,78.5,Month-to-month,Fiber optic,0,1,1,-0.188895097959676,0.003015309747890228,Low,Sleeping Dog
6688-UZPWD,11,102.0,Month-to-month,Fiber optic,1,3,1,-0.406716191287876,0.00530044158890377,Low,Sleeping Dog
0655-YDGFJ,29,48.95,Month-to-month,DSL,0,1,1,-0.1015243042298903,0.008621562752306819,Low,Sleeping Dog
8468-EHYJA,57,99.65,Month-to-month,Fiber optic,0,3,1,-0.1434727003399177,0.5943599293226812,Medium,Lost Cause
6823-SIDFQ,28,18.25,One year,No,0,0,12,0.2825021039210989,0.009216305688492422,Low,Sure Thing
1097-FSPVW,42,54.55,Month-to-month,DSL,0,2,1,-0.0207796884077924,0.049120800602267485,Low,Sleeping Dog
2839-RFSQE,2,20.65,Month-to-month,No,1,0,1,0.2934797071108728,0.4683945140247004,Medium,Persuadable
8328-SKJNO,23,40.65,One year,DSL,0,3,12,-0.1184376750058911,0.9268039101948015,High,Lost Cause
7010-ZMVBF,18,20.45,Month-to-month,No,0,0,1,0.3080748297183739,0.09194451459290132,Low,Sure Thing
5201-CBWYG,62,24.8,One year,No,0,0,12,0.3020515521325539,0.24832149717067098,Low,Sure Thing
0968-GSIKN,1,70.8,Month-to-month,Fiber optic,1,0,1,-0.5765863015622662,0.49420228137686023,Medium,Lost Cause
1965-DDBWU,16,89.05,Month-to-month,Fiber optic,1,2,1,-0.1461505384888911,0.643840020894811,High,Lost Cause
9057-SIHCH,3,96.6,Month-to-month,Fiber optic,1,2,1,0.10509753480353,0.8021256621861349,High,Persuadable
6352-GIGGQ,67,88.8,One year,DSL,0,6,12,-0.1328892896999479,0.006756338859845967,Low,Sleeping Dog
3635-QQRQD,62,20.05,Two year,No,0,0,24,0.2879774309652697,0.014601614473010198,Low,Sure Thing
6771-XWBDM,57,104.5,Month-to-month,Fiber optic,1,4,1,-0.1364467512038525,0.07717335417516281,Low,Sleeping Dog
2897-DOVND,2,69.8,Month-to-month,Fiber optic,0,0,1,-0.0896779329829589,0.01008098493024419,Low,Sleeping Dog
3082-YVEKW,23,77.15,Two year,DSL,0,4,24,-0.1760468981216644,0.7159720613421428,High,Lost Cause
0191-EQUUH,25,35.05,Two year,DSL,0,2,24,-0.1431749481826455,0.03114156802159122,Low,Sleeping Dog
7134-HBPBS,72,108.1,Two year,Fiber optic,0,5,24,0.1511481843491607,0.0026303609464107705,Low,Sure Thing
3489-HHPFY,2,84.05,Month-to-month,Fiber optic,0,1,1,0.0251151736513405,0.27164899694298783,Low,Sure Thing
2926-JEJJC,8,20.2,One year,No,0,0,12,0.2854741032504064,0.5994252588727935,Medium,Persuadable
8601-QACRS,5,50.6,Month-to-month,DSL,1,0,1,-0.0610459924783757,0.03251568597087374,Low,Sleeping Dog
4950-BDEUX,35,49.2,Month-to-month,DSL,0,3,1,-0.0328346422457079,0.5640058894546683,Medium,Lost Cause
5789-LDFXO,24,24.6,One year,No,0,0,12,0.279898065150494,0.5966777815423255,Medium,Persuadable
0508-OOLTO,2,71.65,Month-to-month,Fiber optic,0,0,1,-0.1023665415119428,0.7853414047672209,High,Lost Cause
2984-TBYKU,72,104.9,Two year,Fiber optic,0,5,24,-0.0443776791252743,0.037290716590550756,Low,Sleeping Dog
9822-WMWVG,41,106.5,Month-to-month,Fiber optic,0,5,1,-0.1380979043388044,0.20261800941012206,Low,Sleeping Dog
2391-SOORI,4,49.35,Month-to-month,DSL,1,1,1,-0.0610459924783757,0.030397577777522892,Low,Sleeping Dog
9040-KZVWO,26,75.5,One year,Fiber optic,0,1,12,-0.2007841712984188,0.03567241700732174,Low,Sleeping Dog
2645-QTLMB,7,94.25,Month-to-month,Fiber optic,1,3,1,-0.1947171429797015,0.521915227467877,Medium,Lost Cause
4806-HIPDW,1,68.95,Month-to-month,Fiber optic,1,0,1,-0.4028498447391783,0.0014023505565821757,Low,Sleeping Dog
1548-ARAGG,4,58.5,Month-to-month,DSL,0,2,1,-0.0435457598873084,0.011039372538061365,Low,Sleeping Dog
6339-RZCBJ,48,78.9,Two year,DSL,0,5,24,-0.1709447216399699,0.26135846349855957,Low,Sleeping Dog
4424-TKOPW,2,93.85,Month-to-month,Fiber optic,1,2,1,0.0848424886548552,0.7941263327794638,High,Persuadable
4415-WNGVR,12,79.2,One year,DSL,0,5,12,-0.1772557448634298,0.336860359754166,Medium,Lost Cause
2522-AHJXR,60,109.45,Month-to-month,Fiber optic,0,5,1,0.0377385481177483,0.024473580620597457,Low,Sure Thing
0412-UCCNP,55,59.2,Two year,DSL,0,3,24,-0.0304446781865736,0.0015448236991750502,Low,Sleeping Dog
1816-FLZDK,1,29.15,Month-to-month,DSL,0,1,1,-0.953815985591798,0.7784117869073909,High,Lost Cause
7096-UCLNH,1,20.05,Month-to-month,No,0,0,1,0.278060819952042,0.7350116701756839,High,Persuadable
8443-ZRDBZ,4,76.05,Month-to-month,Fiber optic,1,0,1,-0.1445596396750117,0.10071479886372947,Low,Sleeping Dog
9136-ALYBR,1,24.45,Month-to-month,DSL,1,0,1,0.2921349411193263,0.07490573601720875,Low,Sure Thing
4615-PIVVU,42,66.5,Two year,DSL,0,3,24,-0.0187313713028554,0.004851957588231387,Low,Sleeping Dog
8885-QSQBX,1,49.55,Month-to-month,DSL,0,1,1,0.0003955187389117,0.058831057630897764,Low,Sure Thing
7479-NITWS,7,89.35,Month-to-month,Fiber optic,1,2,1,-0.1947171429797015,0.5975835199305948,Medium,Lost Cause
8617-ENBDS,3,73.6,Month-to-month,Fiber optic,0,1,1,-0.0749318746754827,0.4083625173620615,Medium,Lost Cause
9385-NXKDA,72,82.65,Two year,DSL,0,5,24,-0.0753079971339067,0.003954745326215838,Low,Sleeping Dog
0430-IHCDJ,15,49.0,Month-to-month,DSL,0,0,1,-0.3268824084104601,0.4264453606962178,Medium,Lost Cause
2959-MJHIC,4,80.35,Month-to-month,Fiber optic,1,1,1,-0.1400916380007072,0.7929656851884875,High,Lost Cause
6674-KVJHG,11,25.2,One year,No,0,0,12,0.2995482244176907,0.19255557197572504,Low,Sure Thing
1814-DKOLC,5,25.45,Month-to-month,No,0,0,1,0.2934797071108728,0.0036546856795841905,Low,Sure Thing
4201-JMNGR,1,55.8,Month-to-month,DSL,1,2,1,0.0377081018536816,0.00498724028772228,Low,Sure Thing
9351-HXDMR,72,110.9,Two year,Fiber optic,0,5,24,0.1527709701109826,0.24551280126792338,Low,Sure Thing
3537-HPKQT,55,77.75,Month-to-month,Fiber optic,0,1,1,-0.1553228255401703,0.7456536503553567,High,Lost Cause
2129-ALKBS,40,26.2,Month-to-month,No,0,0,1,0.3248477833408759,0.4316935123351731,Medium,Persuadable
5821-MMEIL,57,19.9,Two year,No,0,0,24,0.2874015447877719,0.02482144185519981,Low,Sure Thing
5960-WPXQM,1,79.05,Month-to-month,Fiber optic,1,1,1,-0.3364827905478125,0.6437928050245362,High,Lost Cause
0684-AOSIH,1,95.0,Month-to-month,Fiber optic,1,3,1,-0.2228773026061093,0.1548928947082733,Low,Sleeping Dog
8260-NGFNY,1,25.2,Month-to-month,DSL,1,0,1,0.2921349411193263,0.1474304556825621,Low,Sure Thing
1309-XGFSN,52,80.85,One year,DSL,0,4,12,-0.1788390033524216,0.02000929856528029,Low,Sleeping Dog
1866-RZZQS,41,98.4,Month-to-month,Fiber optic,1,3,1,-0.179971184233154,0.19047788484082492,Low,Sleeping Dog
6968-URWQU,43,56.35,One year,DSL,0,1,12,0.0306744548424291,0.7265287003182744,High,Persuadable
4742-TXUEX,47,19.3,Two year,No,0,0,24,0.3107736621735916,0.007547484359232851,Low,Sure Thing
9631-XEYKE,3,50.4,Month-to-month,DSL,0,0,1,-0.0610459924783757,0.012428745489267463,Low,Sleeping Dog
8631-NBHFZ,66,79.4,Two year,DSL,1,5,24,-0.1085870409469906,0.2235253053903942,Low,Sleeping Dog
1335-MXCSE,55,55.25,Two year,DSL,0,2,24,-0.0358899569397253,0.29725841281972115,Low,Sleeping Dog
8873-TMKGR,29,19.1,One year,No,0,0,12,0.2825021039210989,0.04075504682169489,Low,Sure Thing
8800-JOOCF,12,84.05,Month-to-month,Fiber optic,0,1,1,-0.0909733451557391,0.7641119455358844,High,Lost Cause
1469-LBJQJ,66,105.2,Month-to-month,Fiber optic,0,4,1,-0.1083259421588591,0.10335118674626809,Low,Sleeping Dog
4958-XCBDQ,35,101.4,Month-to-month,Fiber optic,1,3,1,-0.1947662522264578,0.6060439160212202,High,Lost Cause
8337-UPOAQ,10,89.8,Month-to-month,Fiber optic,1,2,1,-0.1515204177922389,0.2923371223464766,Low,Sleeping Dog
0064-YIJGF,27,75.75,Month-to-month,Fiber optic,0,0,1,-0.2007841712984188,0.612909684272016,High,Lost Cause
2386-OWURY,58,95.3,Month-to-month,Fiber optic,0,3,1,-0.1519870047465982,0.10165586016924759,Low,Sleeping Dog
1725-IQNIY,54,109.75,Two year,Fiber optic,1,6,24,0.0153197518094832,0.1720092215126744,Low,Sure Thing
0310-VQXAM,9,19.85,Month-to-month,No,0,0,1,0.2854741032504064,0.009671369219267022,Low,Sure Thing
6598-RFFVI,2,19.3,One year,No,1,0,12,0.2794055859435885,0.39873064991386675,Medium,Persuadable
3453-RTHJQ,6,69.1,Month-to-month,Fiber optic,0,0,1,-0.1435298108351631,0.3468609636657873,Medium,Lost Cause
6712-OAWRH,26,91.25,Month-to-month,Fiber optic,1,2,1,-0.174327303056771,0.005702933662610738,Low,Sleeping Dog
6278-FEPBZ,9,20.25,Month-to-month,No,0,0,1,0.2854741032504064,0.8631036230757703,High,Persuadable
4280-DLSHD,8,54.75,Month-to-month,DSL,0,2,1,-0.0429225213336422,0.10826582460568623,Low,Sleeping Dog
1508-DFXCU,12,81.45,Month-to-month,Fiber optic,0,1,1,-0.1140641645453221,0.7234221193564029,High,Lost Cause
8614-VGMMV,15,49.1,Month-to-month,DSL,1,0,1,-0.3268824084104601,0.7019497534028593,High,Lost Cause
7868-BGSZA,43,80.2,One year,DSL,0,4,12,-0.1513664514337325,0.9661622431507899,High,Lost Cause
2800-QQUSO,42,100.3,Month-to-month,Fiber optic,0,3,1,-0.1283624318079849,0.026551952762953218,Low,Sleeping Dog
2930-UOTMB,31,65.25,Month-to-month,DSL,1,3,1,0.0298364226463904,0.07537856033574987,Low,Sure Thing
7973-DZRKH,66,90.95,Two year,Fiber optic,0,3,24,-0.1328892896999479,0.6080928806688629,High,Lost Cause
5914-DVBWJ,18,85.45,Month-to-month,Fiber optic,1,2,1,-0.1482423371795192,0.5559337503736915,Medium,Lost Cause
7698-YFGEZ,1,20.0,Month-to-month,No,0,0,1,0.278060819952042,0.9485299955050669,High,Persuadable
2533-QVMSK,61,94.1,Two year,Fiber optic,1,3,24,-0.1328892896999479,0.006269095196476827,Low,Sleeping Dog
9773-PEQBZ,10,79.85,Month-to-month,Fiber optic,0,1,1,-0.1844270962853715,0.0034024342940935748,Low,Sleeping Dog
8644-XLFBW,1,71.65,Month-to-month,Fiber optic,1,0,1,-0.5765863015622662,0.9050491665915641,High,Lost Cause
0650-BWOZN,18,73.55,Month-to-month,Fiber optic,0,1,1,-0.1504588367617573,0.5802390995489084,Medium,Lost Cause
8625-AZYZY,24,104.65,Month-to-month,Fiber optic,1,4,1,-0.1662862008623015,0.06130073218786199,Low,Sleeping Dog
7785-RDVIG,3,19.3,Month-to-month,No,0,0,1,0.2794055859435885,0.3114916408063942,Medium,Persuadable
9602-WCXPI,50,20.15,One year,No,0,0,12,0.2874015447877719,0.014918015487689111,Low,Sure Thing
2903-YYTBW,1,44.55,Month-to-month,DSL,0,0,1,-0.1340528840520785,0.7740246810567998,High,Lost Cause
3620-MWJNE,2,54.45,Month-to-month,DSL,0,2,1,-0.0489910386404601,0.6829086635403251,High,Lost Cause
8573-JGCZW,17,19.65,One year,No,0,0,12,0.2940007085510896,0.08060861346313129,Low,Sure Thing
6837-HAEVO,69,105.0,Two year,Fiber optic,0,4,24,-0.0443776791252743,0.057142201159726645,Low,Sleeping Dog
6701-YVNQG,72,88.7,Two year,DSL,0,6,24,-0.068941026666363,0.7850429305842094,High,Lost Cause
9306-CPCBC,3,74.25,Month-to-month,Fiber optic,1,0,1,-0.0692940297079543,0.5509884393537495,Medium,Lost Cause
4304-XUMGI,50,75.15,Two year,DSL,0,4,24,-0.1989289011265257,0.003737053917994101,Low,Sleeping Dog
9504-YAZWB,53,20.25,Two year,No,0,0,24,0.2874015447877719,0.09892579076769166,Low,Sure Thing
8819-ZBYNA,58,109.1,Two year,Fiber optic,0,5,24,-0.0073793911919514,0.1027202960118394,Low,Sleeping Dog
6174-NRBTZ,46,30.75,One year,DSL,0,1,12,0.1722711443844683,0.10724273610325814,Low,Sure Thing
9481-IEBZY,72,112.9,Month-to-month,Fiber optic,0,6,1,-0.508399993763585,0.5846501263196114,Medium,Lost Cause
1833-VGRUM,1,74.2,Month-to-month,Fiber optic,1,0,1,-1.0589780680955478,0.22741473270147664,Low,Sleeping Dog
6137-NICCO,6,94.05,Month-to-month,Fiber optic,0,3,1,-0.1947171429797015,0.005033370197614555,Low,Sleeping Dog
9065-ZCPQX,72,78.85,Two year,DSL,0,5,24,-0.0797759988082112,0.5318373593038687,Medium,Lost Cause
6402-EJMWF,4,55.3,Month-to-month,DSL,0,1,1,-0.0489910386404601,0.013720025071799723,Low,Sleeping Dog
3620-EHIMZ,52,19.35,Two year,No,0,0,24,0.2874015447877719,0.6451528222960256,High,Persuadable
3213-VVOLG,0,25.35,Two year,No,0,0,24,0.2921349411193263,0.3659696682619022,Medium,Persuadable
6870-ECSHE,2,20.45,One year,No,0,0,12,0.2934797071108728,0.47786567326083734,Medium,Persuadable
8747-UDCOI,65,19.35,Two year,No,0,0,24,0.2879774309652697,0.2224436378706953,Low,Sure Thing
8374-XGEJJ,43,101.0,Month-to-month,Fiber optic,1,3,1,-0.1947662522264578,0.554975783900901,Medium,Lost Cause
2656-TABEH,4,100.2,Month-to-month,Fiber optic,1,3,1,-0.1032279652945761,0.8222853119147174,High,Lost Cause
6946-LMSQS,25,89.05,One year,Fiber optic,1,2,12,-0.174327303056771,0.1184739390075431,Low,Sleeping Dog
4626-OZDTJ,51,78.65,One year,DSL,0,4,12,-0.1709447216399699,0.0027592444983209467,Low,Sleeping Dog
9169-BSVIN,12,74.75,Month-to-month,DSL,0,3,1,-0.1772557448634298,0.11075394877668084,Low,Sleeping Dog
2325-ZUSFD,57,70.1,One year,DSL,1,3,12,-0.1290507668223793,0.1167039168619246,Low,Sleeping Dog
8194-PEEBY,24,19.9,One year,No,0,0,12,0.2658239439832097,0.039248806398404376,Low,Sure Thing
6872-HXFNF,64,58.35,One year,DSL,0,2,12,-0.0298687920090758,0.5494081440029404,Medium,Lost Cause
3932-CMDTD,4,105.65,One year,Fiber optic,1,5,12,0.0564055868899939,0.02254131203867675,Low,Sure Thing
7714-YXSMB,26,100.5,Month-to-month,Fiber optic,0,3,1,-0.0120731603770977,0.001357947439458308,Low,Sleeping Dog
8387-UGUSU,15,20.05,Month-to-month,No,0,0,1,0.2940007085510896,0.5956629239127119,Medium,Persuadable
1080-BWSYE,64,25.65,Two year,No,0,0,24,0.3327207713530549,0.0044000997186942545,Low,Sure Thing
4039-HEUNW,36,96.5,Month-to-month,Fiber optic,1,3,1,-0.179971184233154,0.13819779733317927,Low,Sleeping Dog
1194-HVAIF,27,95.0,Month-to-month,Fiber optic,0,2,1,-0.174327303056771,0.6580191784428608,High,Lost Cause
0812-WUPTB,1,70.85,Month-to-month,Fiber optic,1,0,1,-0.5765863015622662,0.4497491852864528,Medium,Lost Cause
3594-UVONA,35,85.95,One year,DSL,1,5,12,-0.1314693835570173,0.7294900237547884,High,Lost Cause
0004-TLHLJ,4,73.9,Month-to-month,Fiber optic,1,1,1,-0.2249132514343471,0.012599094850084822,Low,Sleeping Dog
1767-TGTKO,8,45.45,Month-to-month,DSL,0,0,1,-0.0787174189653582,0.02116872853159245,Low,Sleeping Dog
8439-LTUGF,10,20.0,Month-to-month,No,0,0,1,0.2854741032504064,0.07754368248627565,Low,Sure Thing
8805-JNRAZ,2,49.2,Month-to-month,DSL,0,1,1,-0.0610459924783757,0.017038615299496542,Low,Sleeping Dog
5089-IFSDP,58,109.45,Two year,Fiber optic,1,5,24,-0.0073793911919514,0.5191882411473004,Medium,Lost Cause
6418-HNFED,51,83.25,Two year,DSL,0,6,24,-0.103358571429061,0.021157226980855995,Low,Sleeping Dog
0206-OYVOC,46,19.25,Two year,No,0,0,24,0.3107736621735916,0.277718379653124,Low,Sure Thing
7291-CDTMJ,1,19.65,Month-to-month,No,0,0,1,0.278060819952042,0.185218936582357,Low,Sure Thing
7128-GGCNO,46,72.8,Month-to-month,Fiber optic,0,0,1,-0.1913903675042347,0.0594711059380262,Low,Sleeping Dog
0237-YFUTL,50,109.65,Month-to-month,Fiber optic,0,5,1,0.0217497378886498,0.7751597972621364,High,Persuadable
7691-KGKGP,53,65.0,Month-to-month,DSL,0,3,1,-0.0338416398347883,0.155339489196138,Low,Sleeping Dog
6710-HSJRD,61,114.1,Month-to-month,Fiber optic,0,5,1,-0.4912634163635948,0.22761601491486858,Low,Sleeping Dog
3675-EQOZA,5,20.65,Month-to-month,No,0,0,1,0.2934797071108728,0.659653635731085,High,Persuadable
0840-DCNZE,47,86.95,One year,DSL,0,6,12,-0.1314693835570173,0.7117005756021623,High,Lost Cause
1732-FEKLD,54,94.75,One year,Fiber optic,0,3,12,-0.1444878533983221,0.9098737948826138,High,Lost Cause
9862-KJTYK,19,25.35,Month-to-month,DSL,0,0,1,0.3080748297183739,0.11778461771853015,Low,Sure Thing
0479-HMSWA,26,105.45,Two year,Fiber optic,0,5,24,-0.1497639555156823,0.040690649767057184,Low,Sleeping Dog
5854-KSRBJ,70,25.4,Two year,No,0,0,24,0.3200147580072676,0.7635963413615746,High,Persuadable
0365-BZUWY,17,102.55,Month-to-month,Fiber optic,0,4,1,0.0612654875615535,0.00656682777707047,Low,Sure Thing
4817-VYYWS,30,100.2,Month-to-month,Fiber optic,1,3,1,-0.1733121499983667,0.011004210505908356,Low,Sleeping Dog
5701-SVCWR,1,24.0,Month-to-month,No,0,0,1,0.2921349411193263,0.10250160736296576,Low,Sure Thing
3129-AAQOU,19,25.6,Two year,No,0,0,24,0.3080748297183739,0.025504663622900086,Low,Sure Thing
4922-CVPDX,26,73.5,Two year,DSL,0,4,24,-0.1786356013296372,0.905536404502132,High,Lost Cause
1396-QWFBJ,21,74.05,Month-to-month,Fiber optic,1,1,1,-0.1543290004921723,0.443747664049668,Medium,Lost Cause
1357-BIJKI,50,98.25,One year,Fiber optic,0,3,12,-0.1519870047465982,0.4092054750928575,Medium,Lost Cause
1099-BTKWT,68,54.4,One year,DSL,0,4,12,-0.0039716109486135,0.7066517643784853,High,Lost Cause
5299-SJCZT,3,101.55,Month-to-month,Fiber optic,1,3,1,-0.2503196216506573,0.22455995541226292,Low,Sleeping Dog
2018-PZKMU,9,103.1,Month-to-month,Fiber optic,0,4,1,-0.6243790527044396,0.0030402252432382587,Low,Sleeping Dog
7340-KEFQE,51,34.2,Two year,DSL,0,2,24,-0.1133354985241966,0.0037393565087371996,Low,Sleeping Dog
4570-QHXHL,9,43.75,Month-to-month,DSL,0,0,1,-0.0399124620917585,0.0029137999886371876,Low,Sleeping Dog
2403-BCASL,41,111.95,One year,Fiber optic,1,5,12,-0.2950818168064832,0.4587183401971509,Medium,Lost Cause
7392-YYPYJ,22,100.65,Month-to-month,Fiber optic,0,3,1,-0.1718842492215964,0.14841444145179455,Low,Sleeping Dog
2898-LSJGD,21,55.95,One year,DSL,1,4,12,-0.0632391619030618,0.2615490619501672,Low,Sleeping Dog
2223-GDSHL,71,116.05,Two year,Fiber optic,0,6,24,-0.2389415814402401,0.6589320387119814,High,Lost Cause
7359-PTSXY,1,45.75,Month-to-month,DSL,1,0,1,-0.1340528840520785,0.12822475090539176,Low,Sleeping Dog
9470-RTWDV,26,82.0,One year,DSL,0,4,12,-0.1963161696241143,0.0013724136257685135,Low,Sleeping Dog
2176-OSJUV,71,65.15,Two year,DSL,0,3,24,-0.0019232938436765,0.7535805498053129,High,Lost Cause
9348-YVOMK,4,44.8,Month-to-month,DSL,0,0,1,-0.0847859362721762,0.41182209267368014,Medium,Lost Cause
8104-OSKWT,12,79.8,Month-to-month,Fiber optic,0,1,1,-0.1140641645453221,0.6924375890831872,High,Lost Cause
4521-YEEHE,18,88.85,Month-to-month,Fiber optic,0,2,1,-0.1461505384888911,0.1741601338038304,Low,Sleeping Dog
4090-KPJIP,3,74.95,Month-to-month,Fiber optic,0,0,1,-0.0623776027790588,0.1580960938507076,Low,Sleeping Dog
3786-WOVKF,72,106.85,One year,Fiber optic,0,4,12,0.0185522181233118,0.006776419647213885,Low,Sure Thing
4503-BDXBD,11,74.95,Month-to-month,Fiber optic,1,1,1,-0.188895097959676,0.03228109679972565,Low,Sleeping Dog
6086-ESGRL,1,80.15,Month-to-month,Fiber optic,1,1,1,-0.332014788873508,0.3208916968921105,Medium,Lost Cause
2592-HODOV,13,19.3,One year,No,0,0,12,0.2940007085510896,0.7035156248318767,High,Persuadable
3886-CERTZ,72,109.25,One year,Fiber optic,1,5,12,0.1592009561901492,0.03783222801181901,Low,Sure Thing
7995-ZHHNZ,42,56.1,One year,DSL,0,1,12,-0.0430267168894344,0.08958915338933676,Low,Sleeping Dog
3824-RHKVR,17,19.7,Month-to-month,No,0,0,1,0.2940007085510896,0.023632045937663257,Low,Sure Thing
5816-SCGFC,7,51.3,Month-to-month,DSL,0,1,1,-0.0429225213336422,0.3305692918080623,Medium,Lost Cause
5989-AXPUC,68,118.6,Two year,Fiber optic,0,6,24,-0.2389415814402401,0.3626528917476685,Medium,Lost Cause
4979-HPRFL,56,24.15,Two year,No,0,0,24,0.3014756659550562,0.1607952951909698,Low,Sure Thing
8590-OHDIW,38,20.3,One year,No,0,0,12,0.3107736621735916,0.08572451846709432,Low,Sure Thing
8015-IHCGW,72,115.5,Two year,Fiber optic,0,6,24,-0.2389415814402401,0.12141756932293561,Low,Sleeping Dog
2332-TODQS,48,25.05,One year,No,0,0,12,0.3014756659550562,0.7185929674518549,High,Persuadable
9278-VZKCD,52,109.1,Month-to-month,Fiber optic,0,5,1,-0.0062344415979059,0.35051837888174814,Medium,Lost Cause
8008-OTEZX,35,19.65,One year,No,0,0,12,0.3107736621735916,0.5690680307317234,Medium,Persuadable
2773-OVBPK,67,111.3,Two year,Fiber optic,0,5,24,-1.18494624195695,0.480749040896566,Medium,Lost Cause
5999-LCXAO,1,29.9,Month-to-month,DSL,0,1,1,-0.3094079782624728,0.16198969284306705,Low,Sleeping Dog
5206-XZZQI,53,80.6,Month-to-month,Fiber optic,0,2,1,-0.1508548238658658,0.08208150483503746,Low,Sleeping Dog
4803-LBYPN,34,20.8,Month-to-month,No,0,0,1,0.3248477833408759,0.06861935728129918,Low,Sure Thing
5759-RCVCB,3,35.2,Month-to-month,DSL,1,1,1,-0.1264365802249314,0.0489891830016508,Low,Sleeping Dog
6372-RFVNS,1,78.8,Month-to-month,Fiber optic,1,1,1,-0.3364827905478125,0.0011636656817620803,Low,Sleeping Dog
2139-FQHLM,19,89.95,Month-to-month,Fiber optic,0,3,1,-0.1461505384888911,0.5216437029004601,Medium,Lost Cause
8261-GWDBQ,60,116.05,Two year,Fiber optic,0,6,24,-0.4207005738642533,0.027664360291635198,Low,Sleeping Dog
1093-YSWCA,11,19.55,Two year,No,0,0,24,0.2854741032504064,0.21488128142056376,Low,Sure Thing
8938-UMKPI,47,106.4,Month-to-month,Fiber optic,1,4,1,-0.1380979043388044,0.07114477335056273,Low,Sleeping Dog
0991-BRRFB,18,49.4,Month-to-month,DSL,1,1,1,-0.0496075958682099,0.01839831613174927,Low,Sleeping Dog
3882-IYOIJ,60,115.25,Two year,Fiber optic,0,6,24,-0.4577904419467113,0.03231407449472474,Low,Sleeping Dog
8749-TZYEC,72,24.8,Two year,No,0,0,24,0.3087056166015536,0.004097089782026173,Low,Sure Thing
1755-FZQEC,39,19.9,One year,No,0,0,12,0.3107736621735916,0.7187419824774216,High,Persuadable
3115-JPJDD,59,81.25,One year,Fiber optic,0,2,12,-0.1508548238658658,0.007406616778552015,Low,Sleeping Dog
5600-KTXFM,2,69.95,Month-to-month,Fiber optic,0,0,1,-0.0896779329829589,0.01739256881804221,Low,Sleeping Dog
3871-IKPYH,1,69.1,Month-to-month,Fiber optic,1,0,1,-0.4028498447391783,0.01879258120616226,Low,Sleeping Dog
6319-IEJWJ,20,90.2,Month-to-month,Fiber optic,1,2,1,-0.1495900298800166,0.009136000624847184,Low,Sleeping Dog
9025-AOMKI,6,93.55,Month-to-month,Fiber optic,1,2,1,-0.1947171429797015,0.09563775539797187,Low,Sleeping Dog
6339-TBELP,71,86.4,Two year,Fiber optic,0,2,24,-0.0710328253569911,0.07959710106081369,Low,Sleeping Dog
7964-YESJC,24,66.3,Month-to-month,DSL,0,3,1,-0.0636810894932372,0.08574075528142922,Low,Sleeping Dog
6173-GOLSU,67,94.65,Month-to-month,Fiber optic,0,2,1,-0.1197830455526169,0.37726720777509004,Medium,Lost Cause
5275-SQEIZ,1,80.85,Month-to-month,Fiber optic,1,1,1,-0.332014788873508,0.37871320203269937,Medium,Lost Cause
7716-YTYHG,48,82.05,One year,Fiber optic,1,1,12,-0.1664767199656654,0.7272880546133061,High,Lost Cause
